	911##a	911##c	351##c	Parent	LDR	008	24500a	BAS##a	999##a	999##b	999##b	FMT	OWN##a
ArGeZi-001-018-044	אוסף גרשון ציפור	פריט	ArGeZi-001-018	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום חוץ בעת הבנייה של ביה""ח הפסיכיאטרי, המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-018-045	אוסף גרשון ציפור	פריט	ArGeZi-001-018	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"גלויה ובה תצלום חוץ של ביה""ח הפסיכיאטרי, המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-018-046	אוסף גרשון ציפור	פריט	ArGeZi-001-018	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מסמך מכתב ובו הכרזה על הענקת פרס אגודת האדריכלים ע""ש זאב רכטר על פרוייקט ביה""ח הפסיכיאטרי, המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-018-047	אוסף גרשון ציפור	פריט	ArGeZi-001-018	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מסמך טקסט ותצלומים של ביה""ח הפסיכיאטרי, המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-018-048	אוסף גרשון ציפור	פריט	ArGeZi-001-018	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"חוברת המכילה חומרים אדריכליים מגוונים אודות ביה""ח הפסיכיאטרי, המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-018-049	אוסף גרשון ציפור	פריט	ArGeZi-001-018	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"חוברת המכילה חומרים אדריכליים מגוונים אודות ביה""ח הפסיכיאטרי, המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-019	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בי""ח הרצוג גריאטרי-פסיכאטרי, ירושלים"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-019-001	אוסף גרשון ציפור	פריט	ArGeZi-001-019	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום אויר של בי""ח הרצוג גריאטרי-פסיכאטרי, ירושלים"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-020	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"שכונת נווה רבין, אור יהודה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-021	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מבנה אשפוז בבי""ח מעיני הישועה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-022	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מרכז רפואי ביה""ח שיפא, עזה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-022-001	אוסף גרשון ציפור	פריט	ArGeZi-001-022	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"חוברת המכילה טקסט, תצלומים וחומרים אדריכליים אודות מרכז רפואי ביה""ח שיפא, עזה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-023	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בי""ח ממשלתי, חברון"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-023-001	אוסף גרשון ציפור	פריט	ArGeZi-001-023	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל בקנה מידה 1:400 במבט אלכסוני של בי""ח ממשלתי, חברון "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-023-002	אוסף גרשון ציפור	פריט	ArGeZi-001-023	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל בקנה מידה 1:400 במבט אלכסוני של בי""ח ממשלתי, חברון / בי""ח כללי ""נסיכה אליה"", חברון "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-023-003	אוסף גרשון ציפור	פריט	ArGeZi-001-023	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל בקנה מידה 1:400 במבט על של בי""ח ממשלתי, חברון / בי""ח כללי ""נסיכה אליה"", חברון "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-023-004	אוסף גרשון ציפור	פריט	ArGeZi-001-023	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום חוץ של בי""ח בחברון"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-023-005	אוסף גרשון ציפור	פריט	ArGeZi-001-023	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום חוץ של בי""ח בחברון"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-024	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מרכז רפואי, בסיס חיל האוויר 8, תל נוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-024-001	אוסף גרשון ציפור	פריט	ArGeZi-001-024	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תכנית אדריכלית בקנה מידה 1:50 אודות מרכז רפואי, בסיס חיל האוויר 8, תל נוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-024-002	אוסף גרשון ציפור	פריט	ArGeZi-001-024	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תכנית אדריכלית בקנה מידה 1:50 אודות מרכז רפואי, בסיס חיל האוויר 8, תל נוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-024-003	אוסף גרשון ציפור	פריט	ArGeZi-001-024	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תכנית אדריכלית בקנה מידה 1:50 אודות מרכז רפואי, בסיס חיל האוויר 8, תל נוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-024-004	אוסף גרשון ציפור	פריט	ArGeZi-001-024	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תכנית אדריכלית בקנה מידה 1:50 אודות מרכז רפואי, בסיס חיל האוויר 8, תל נוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-024-005	אוסף גרשון ציפור	פריט	ArGeZi-001-024	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תכנית אדריכלית בקנה מידה 1:50 אודות מרכז רפואי, בסיס חיל האוויר 8, תל נוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-025	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בית מלון ""ירחי כלה"" על-יד ישיבת פוניבז', בני ברק"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-026	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מבנן מגורים טיפוסי, כרם התימנים, תל אביב"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-026-001	אוסף גרשון ציפור	פריט	ArGeZi-001-026	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מסמך מודפס עם חומרים אדריכליים אודות מבנן מגורים טיפוסי, כרם התימנים, תל אביב"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-027	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בי""ס יסודי ""יובלי הבשור"", חבל הבשור, מרכז צוחר"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-027-001	אוסף גרשון ציפור	פריט	ArGeZi-001-027	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"חוברת המכילה טקסט, תצלומים וחומרים אדריכליים אודות בי""ס יסודי ""יובלי הבשור"", חבל הבשור, מרכז צוחר"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-028	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בניין רקאנטי למנהל עסקים, אוניברסיטת תל-אביב"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-028-001	אוסף גרשון ציפור	פריט	ArGeZi-001-028	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"חוברת המכילה טקסט, תצלומים וחומרים אדריכליים אודות בניין רקאנטי למנהל עסקים, אוניברסיטת תל-אביב"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-029	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בי""ס מקיף באופקים"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-029-001	אוסף גרשון ציפור	פריט	ArGeZi-001-029	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל אלכסוני ללא קנה מידה של בי""ס מקיף באופקים"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-030	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בית ספר בערבה ""עין יהב"" "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-030-001	אוסף גרשון ציפור	פריט	ArGeZi-001-030	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בית ספר בערבה ""עין יהב"" "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-030-002	אוסף גרשון ציפור	פריט	ArGeZi-001-030	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בית ספר בערבה ""עין יהב"" "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-030-003	אוסף גרשון ציפור	פריט	ArGeZi-001-030	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בית ספר בערבה ""עין יהב"" "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-030-004	אוסף גרשון ציפור	פריט	ArGeZi-001-030	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בית ספר בערבה ""עין יהב"" "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-030-005	אוסף גרשון ציפור	פריט	ArGeZi-001-030	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בית ספר בערבה ""עין יהב"" "	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-031	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בניין משרדים בנק הפועלים, כיכר דיזנגוף בתל אביב"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-031-001	אוסף גרשון ציפור	פריט	ArGeZi-001-031	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בניין משרדים בנק הפועלים, כיכר דיזנגוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-031-002	אוסף גרשון ציפור	פריט	ArGeZi-001-031	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בניין משרדים בנק הפועלים, כיכר דיזנגוף"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-032	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"בניין שפרינצ'ק, מעונות סטודנטים האוניברסיטה העברית בגבעת רם"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-001	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	חוברת המכילה תצלומים וחומרים אדריכליים אודות מרכז אזרחי ספיר בערבה 	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-002	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	חוברת המכילה תצלומים וחומרים אדריכליים אודות מרכז אזרחי ספיר בערבה 	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-003	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	מסמך עם חומרים אדריכליים אודות בית הספר האזורי ומרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-004	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	מסמך הזמנה לחנוכת מרכז אזרחי ספיר בערבה 	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-005	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום אויר של מרכז אזרחי ספיר בערבה 	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-006	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום אויר של מרכז אזרחי ספיר בערבה 	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-007	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום של חצר פנימית במבנה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-008	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום אויר של מרכז אזרחי ספיר בערבה 	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-009	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט אלכסוני ללא קנה מידה של מתנ""ס ערבה במרכז אזרחי ספיר בערבה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-010	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט צידי ללא קנה מידה של בי""ס אזורי במרכז אזרחי ספיר בערבה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-011	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט על ללא קנה מידה של בי""ס אזורי במרכז אזרחי ספיר בערבה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-012	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט אלכסוני ללא קנה מידה של בי""ס אזורי במרכז אזרחי ספיר בערבה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-013	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט אלכסוני ללא קנה מידה של בי""ס אזורי במרכז אזרחי ספיר בערבה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-014	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלום מודל במבט אלכסוני ללא קנה מידה של בי""ס אזורי במרכז אזרחי ספיר בערבה"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-015	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני מכיוון מזרח וללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-016	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט על בקנה מידה 1:500 של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-017	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט על בקנה מידה 1:500 של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-018	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-019	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-020	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-021	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-022	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-023	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-024	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט על בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-025	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט על בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-026	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט על בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-027	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-028	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-029	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-030	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני בקנה מידה 1:200 של בניין מסחרי במרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-031	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-032	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-033-033	אוסף גרשון ציפור	פריט	ArGeZi-001-033	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלום מודל במבט אלכסוני ללא קנה מידה של מרכז אזרחי ספיר בערבה	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-034	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	כתבי עת	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-034-001	אוסף גרשון ציפור	פריט	ArGeZi-001-034	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"אא: ירחון איגוד הארכיטקטים, אגודת האינג'נרים והארכיטקטים בישראל, גיליון 1974: 8"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
